marital_status,application_mode,application_order,course_department,daytime_evening_attendance,previous_qualification,previous_qualification_grade,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
single,General application,2,Health sciences,daytime,Upper secondary education,131.0,Lower secondary education,Upper secondary/Post secondary,Service and Sales Workers,Craft and Related Trades Workers,118.4,yes,no,no,yes,female,yes,20,no,16.2,0.3,-0.92,Dropout
single,General application,3,Health sciences,daytime,Upper secondary education,139.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Managers,Managers,130.8,yes,no,no,no,female,no,18,no,9.4,-0.8,-3.12,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,170.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Plant and Machine Operators and Assemblers,Plant and Machine Operators and Assemblers,176.7,yes,no,no,yes,female,yes,19,no,11.1,0.6,2.02,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,182.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Craft and Related Trades Workers,156.8,yes,no,no,yes,female,no,18,no,10.8,1.4,1.74,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,125.0,Upper secondary/Post secondary,Primary/Early education,Technicians and Associate Professionals,Craft and Related Trades Workers,126.8,no,no,no,yes,female,no,18,no,11.1,0.6,2.02,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,142.0,Upper secondary/Post secondary,Primary/Early education,Service and Sales Workers,Craft and Related Trades Workers,128.0,no,no,no,yes,female,yes,19,no,16.2,0.3,-0.92,Graduate
single,General application,2,Business and management,daytime,Upper secondary education,119.0,Upper secondary/Post secondary,Primary/Early education,Clerical Support Workers,Service and Sales Workers,113.8,yes,no,no,yes,female,no,20,no,7.6,2.6,0.32,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,128.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,120.8,yes,no,no,yes,female,yes,19,no,16.2,0.3,-0.92,Graduate
single,General application,3,Health sciences,daytime,Upper secondary education,150.0,Upper secondary/Post secondary,Lower secondary education,Managers,Managers,130.8,yes,no,no,yes,female,no,18,no,12.7,3.7,-1.7,Graduate
single,Over 23,1,Business and management,daytime,Upper secondary education,133.1,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Managers,101.0,no,no,yes,yes,female,no,25,no,15.5,2.8,-4.06,Dropout
single,General application,>3,Communication and design,daytime,Upper secondary education,131.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,126.1,yes,no,no,no,female,no,18,no,7.6,2.6,0.32,Graduate
single,General application,>3,Communication and design,daytime,Upper secondary education,118.0,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,113.8,yes,no,no,yes,female,no,19,no,8.9,1.4,3.51,Graduate
single,General application,2,Health sciences,daytime,Upper secondary education,122.0,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Plant and Machine Operators and Assemblers,118.3,yes,no,no,yes,female,yes,19,no,15.5,2.8,-4.06,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,116.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Plant and Machine Operators and Assemblers,127.9,no,no,yes,no,female,yes,20,no,9.4,-0.8,-3.12,Dropout
single,General application,>3,Health sciences,daytime,Upper secondary education,137.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Clerical Support Workers,131.1,yes,no,no,yes,female,no,18,no,13.9,-0.3,0.79,Enrolled
single,General application,>3,Health sciences,daytime,Upper secondary education,128.0,Lower secondary education,Primary/Early education,Clerical Support Workers,Elementary Occupations,117.9,yes,no,no,yes,female,no,20,no,10.8,1.4,1.74,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,123.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,115.7,yes,no,no,yes,female,no,21,no,11.1,0.6,2.02,Graduate
single,General application,2,Communication and design,daytime,Upper secondary education,133.1,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Technicians and Associate Professionals,141.0,yes,no,no,yes,female,no,19,no,12.7,3.7,-1.7,Graduate
in union,Over 23,1,Social sciences and education,evening,Upper secondary education,110.0,Primary/Early education,Primary/Early education,Craft and Related Trades Workers,Elementary Occupations,120.0,no,no,no,yes,female,no,42,no,10.8,1.4,1.74,Graduate
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,143.0,Bachelor or equivalent,Bachelor or equivalent,Professionals,Professionals,131.8,yes,no,yes,no,female,no,18,no,8.9,1.4,3.51,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,150.0,Primary/Early education,Primary/Early education,Elementary Occupations,"Skilled Agricultural, Forestry and Fishery Workers",131.1,no,no,no,yes,female,yes,19,no,15.5,2.8,-4.06,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,129.0,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,Service and Sales Workers,117.8,yes,no,no,yes,female,no,18,no,8.9,1.4,3.51,Graduate
single,Other,1,Health sciences,daytime,Upper secondary education,140.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,140.0,yes,no,no,yes,female,no,21,no,10.8,1.4,1.74,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,133.1,Lower secondary education,Primary/Early education,Service and Sales Workers,Service and Sales Workers,108.0,no,no,no,yes,female,yes,20,no,16.2,0.3,-0.92,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,132.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,122.9,yes,no,no,yes,female,no,20,no,11.1,0.6,2.02,Graduate
single,Other,1,Health sciences,daytime,Post-secondary non-tertiary education,130.0,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Elementary Occupations,130.0,yes,no,no,yes,female,no,21,no,12.4,0.5,1.79,Enrolled
single,General application,>3,Health sciences,daytime,Upper secondary education,137.0,Lower secondary education,Primary/Early education,Craft and Related Trades Workers,Craft and Related Trades Workers,126.0,yes,no,no,yes,female,no,19,no,15.5,2.8,-4.06,Graduate
single,Other,1,Social sciences and education,daytime,Upper secondary education,133.1,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Elementary Occupations,134.0,no,no,no,yes,female,no,21,no,7.6,2.6,0.32,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,143.0,Lower secondary education,Upper secondary/Post secondary,Service and Sales Workers,Elementary Occupations,134.3,yes,yes,no,yes,female,no,19,no,8.9,1.4,3.51,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,148.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,138.7,no,no,no,yes,female,yes,19,no,15.5,2.8,-4.06,Graduate
single,General application,2,Communication and design,daytime,Upper secondary education,137.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Managers,143.3,yes,no,no,yes,female,no,18,no,9.4,-0.8,-3.12,Enrolled
single,Other,1,Health sciences,daytime,Post-secondary non-tertiary education,160.0,Primary/Early education,Upper secondary/Post secondary,Elementary Occupations,Other,160.0,yes,no,no,yes,female,no,22,no,16.2,0.3,-0.92,Graduate
single,General application,2,Social sciences and education,daytime,Upper secondary education,112.0,Bachelor or equivalent,Upper secondary/Post secondary,Technicians and Associate Professionals,Service and Sales Workers,111.0,no,no,no,yes,female,no,21,no,9.4,-0.8,-3.12,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,133.0,Primary/Early education,Primary/Early education,Service and Sales Workers,Plant and Machine Operators and Assemblers,128.5,yes,no,no,yes,female,yes,18,no,7.6,2.6,0.32,Dropout
single,General application,>3,Health sciences,daytime,Upper secondary education,142.0,Upper secondary/Post secondary,Bachelor or equivalent,Managers,Professionals,133.0,no,no,no,yes,female,yes,20,no,10.8,1.4,1.74,Graduate
single,General application,2,Business and management,daytime,Upper secondary education,123.0,Unknown,Primary/Early education,Student,Student,114.6,yes,no,yes,no,female,no,18,no,7.6,2.6,0.32,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,103.0,Upper secondary/Post secondary,Primary/Early education,Craft and Related Trades Workers,Elementary Occupations,104.1,no,no,no,yes,female,no,20,no,8.9,1.4,3.51,Dropout
single,General application,>3,Health sciences,daytime,Upper secondary education,140.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,127.6,yes,no,no,yes,female,no,23,no,12.4,0.5,1.79,Graduate
single,General application,2,Communication and design,daytime,Upper secondary education,159.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,151.0,yes,no,no,yes,female,no,18,no,12.7,3.7,-1.7,Graduate
single,Other,1,Social sciences and education,daytime,Post-secondary non-tertiary education,140.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Technicians and Associate Professionals,135.7,yes,no,no,yes,female,no,20,no,12.4,0.5,1.79,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,148.0,Lower secondary education,Primary/Early education,Service and Sales Workers,Elementary Occupations,137.8,yes,no,no,yes,female,yes,18,no,10.8,1.4,1.74,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,112.0,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,117.3,yes,no,no,yes,female,no,20,no,11.1,0.6,2.02,Graduate
single,General application,2,Health sciences,daytime,Upper secondary education,131.0,Upper secondary/Post secondary,Bachelor or equivalent,Technicians and Associate Professionals,Professionals,121.2,yes,no,no,yes,female,no,18,no,16.2,0.3,-0.92,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,145.0,Bachelor or equivalent,Bachelor or equivalent,Professionals,Managers,129.3,yes,no,no,yes,female,no,20,no,16.2,0.3,-0.92,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,133.1,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Plant and Machine Operators and Assemblers,123.0,yes,no,no,yes,female,no,19,no,12.7,3.7,-1.7,Graduate
single,Other,1,Health sciences,daytime,Post-secondary non-tertiary education,140.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,140.0,no,no,no,yes,female,no,21,no,13.9,-0.3,0.79,Graduate
in union,Other,1,Communication and design,daytime,Tertiary education experience,140.0,Primary/Early education,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,140.0,no,no,no,yes,female,no,33,no,11.1,0.6,2.02,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,150.0,Upper secondary/Post secondary,Bachelor or equivalent,Clerical Support Workers,Professionals,144.6,no,no,yes,no,female,no,24,no,7.6,2.6,0.32,Dropout
single,Other,1,Social sciences and education,daytime,Upper secondary education,120.0,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Technicians and Associate Professionals,118.3,no,no,no,yes,female,yes,20,no,13.9,-0.3,0.79,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,156.0,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Managers,153.6,yes,no,no,yes,female,no,18,no,9.4,-0.8,-3.12,Graduate
single,General application,>3,Communication and design,daytime,Upper secondary education,167.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Craft and Related Trades Workers,Technicians and Associate Professionals,158.3,yes,no,no,yes,female,no,18,no,15.5,2.8,-4.06,Graduate
single,Other,1,Social sciences and education,evening,Tertiary education experience,133.1,Unknown,Unknown,Student,Student,100.0,no,no,yes,yes,female,no,29,no,7.6,2.6,0.32,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,147.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,134.9,no,yes,no,yes,female,no,18,no,16.2,0.3,-0.92,Graduate
single,General application,3,Communication and design,daytime,Upper secondary education,129.0,Lower secondary education,Primary/Early education,Service and Sales Workers,Service and Sales Workers,142.0,yes,no,no,yes,female,no,19,no,9.4,-0.8,-3.12,Graduate
