marital_status,application_mode,application_order,course_department,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nacionality,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,gdp,target
single,General application,1,Social sciences and education,daytime,Upper secondary education,148.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,143.5,no,no,no,yes,female,no,18,0,6,6,6,13.0,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,145.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Clerical Support Workers,Craft and Related Trades Workers,148.9,yes,no,no,yes,female,yes,18,0,6,6,6,13.666666666666666,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate
single,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Portuguese,Lower secondary education,Lower secondary education,Clerical Support Workers,Craft and Related Trades Workers,115.6,yes,no,no,no,female,no,27,0,6,8,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,160.0,Portuguese,Lower secondary education,Primary/Early education,Elementary Occupations,Service and Sales Workers,159.3,no,no,no,yes,female,no,18,0,5,5,5,14.4,0,0,5,5,5,15.4,0,7.6,2.6,0.32,Graduate
single,Over 23,1,Business and management,evening,Upper secondary education,150.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Plant and Machine Operators and Assemblers,138.5,no,no,no,yes,female,no,26,0,5,10,4,12.0,0,0,5,9,4,11.25,0,12.7,3.7,-1.7,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Clerical Support Workers,133.2,yes,no,no,yes,female,no,19,0,6,6,6,14.166666666666666,0,0,6,7,6,13.666666666666666,0,7.6,2.6,0.32,Graduate
single,General application,2,Social sciences and education,evening,Upper secondary education,120.0,Portuguese,Primary/Early education,Unknown,Student,Student,117.6,yes,no,no,yes,female,no,19,0,6,8,5,12.2,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate
single,General application,2,Business and management,daytime,Upper secondary education,115.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Service and Sales Workers,Service and Sales Workers,108.7,yes,no,no,yes,female,no,21,0,5,8,3,12.0,1,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,Enrolled
single,General application,>3,Business and management,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,"Skilled Agricultural, Forestry and Fishery Workers",106.0,yes,no,no,yes,female,no,24,0,5,11,2,10.5,0,0,5,14,1,11.0,0,12.7,3.7,-1.7,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,120.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Other,122.6,no,no,no,yes,female,no,20,0,6,8,3,12.333333333333334,0,0,6,11,2,10.5,0,12.7,3.7,-1.7,Dropout
single,General application,>3,Social sciences and education,daytime,Upper secondary education,134.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Elementary Occupations,127.4,yes,no,no,yes,female,no,18,0,6,7,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Enrolled
single,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,100.0,no,no,no,yes,female,no,30,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,95.0,yes,no,yes,no,female,no,22,0,7,10,6,11.5,0,0,7,8,6,13.166666666666666,0,11.1,0.6,2.02,Enrolled
single,Previous degree,1,Business and management,daytime,Tertiary education experience,130.0,Portuguese,Primary/Early education,Upper secondary/Post secondary,Elementary Occupations,Plant and Machine Operators and Assemblers,130.0,no,no,no,yes,female,no,21,4,9,9,9,10.88888888888889,0,3,10,18,10,11.615384615384617,0,10.8,1.4,1.74,Graduate
single,Over 23,1,Health sciences,daytime,Upper secondary education,120.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,122.8,no,no,no,yes,female,no,26,0,7,12,6,12.166666666666666,0,0,8,8,8,11.675,0,13.9,-0.3,0.79,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,115.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Craft and Related Trades Workers,Craft and Related Trades Workers,115.0,yes,no,no,yes,female,no,23,0,5,7,2,10.0,1,0,5,9,1,12.0,0,9.4,-0.8,-3.12,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,135.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Service and Sales Workers,Elementary Occupations,145.9,no,no,no,yes,female,yes,18,0,6,6,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,16.2,0.3,-0.92,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Primary/Early education,Service and Sales Workers,Elementary Occupations,143.0,yes,no,yes,yes,female,no,21,0,6,9,5,11.4,0,0,6,8,5,12.2,0,12.7,3.7,-1.7,Dropout
single,Transfer and change,1,Communication and design,daytime,Upper secondary education,145.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Elementary Occupations,100.0,no,no,no,yes,female,yes,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,General application,3,Health sciences,daytime,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Service and Sales Workers,Service and Sales Workers,121.3,yes,no,no,yes,female,no,21,0,5,14,2,13.0,2,0,5,8,4,12.0,1,9.4,-0.8,-3.12,Enrolled
single,General application,3,Social sciences and education,daytime,Upper secondary education,118.0,Portuguese,Lower secondary education,Lower secondary education,Craft and Related Trades Workers,Craft and Related Trades Workers,121.2,yes,no,no,yes,female,no,18,0,6,8,5,13.4,0,0,6,7,5,12.0,0,7.6,2.6,0.32,Enrolled
single,General application,3,Social sciences and education,daytime,Upper secondary education,138.0,Portuguese,Primary/Early education,Primary/Early education,Service and Sales Workers,Elementary Occupations,125.1,yes,yes,no,yes,female,yes,19,0,6,6,6,13.5,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,122.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Elementary Occupations,112.9,yes,no,no,yes,female,no,22,0,6,14,4,12.25,0,0,6,11,3,11.333333333333334,0,7.6,2.6,0.32,Enrolled
single,General application,3,Social sciences and education,daytime,Upper secondary education,126.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Service and Sales Workers,Plant and Machine Operators and Assemblers,120.8,yes,no,no,yes,female,no,19,0,6,7,6,12.285714285714286,0,0,6,7,6,12.833333333333334,0,12.4,0.5,1.79,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,121.0,Portuguese,Lower secondary education,Primary/Early education,Elementary Occupations,Plant and Machine Operators and Assemblers,114.0,yes,no,no,no,female,no,19,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,152.0,Portuguese,Primary/Early education,Primary/Early education,Craft and Related Trades Workers,Service and Sales Workers,132.1,yes,no,no,yes,female,no,19,0,6,10,2,10.5,0,0,6,11,1,13.0,0,9.4,-0.8,-3.12,Dropout
in union,Post-secondary qualification,1,Health sciences,daytime,Post-secondary non-tertiary education,160.0,Portuguese,Primary/Early education,Primary/Early education,"Skilled Agricultural, Forestry and Fishery Workers","Skilled Agricultural, Forestry and Fishery Workers",160.0,no,no,no,yes,female,no,27,0,5,12,3,14.0,2,0,5,8,5,12.0,1,9.4,-0.8,-3.12,Graduate
single,Ordinance/International,1,Health sciences,daytime,Upper secondary education,134.0,Portuguese,Primary/Early education,Primary/Early education,Service and Sales Workers,Service and Sales Workers,134.0,yes,no,no,yes,female,no,22,2,5,7,5,14.2,0,0,5,10,5,12.2,0,12.7,3.7,-1.7,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,128.0,Portuguese,Primary/Early education,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,124.2,yes,no,no,yes,female,no,18,0,6,8,5,13.0,0,0,6,7,6,13.142857142857142,0,15.5,2.8,-4.06,Dropout
single,General application,>3,Business and management,daytime,Upper secondary education,125.0,Portuguese,Lower secondary education,Lower secondary education,Service and Sales Workers,Service and Sales Workers,115.6,yes,no,no,yes,female,no,20,0,6,6,6,11.0,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduate
in union,Transfer and change,1,Business and management,evening,Upper secondary education,130.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,128.2,no,no,no,yes,female,no,34,3,8,9,3,11.0,0,2,7,7,2,10.0,0,9.4,-0.8,-3.12,Dropout
single,General application,2,Health sciences,daytime,Upper secondary education,138.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,Plant and Machine Operators and Assemblers,132.8,yes,no,no,yes,female,no,18,0,7,9,6,12.385714285714286,0,0,8,9,8,13.755555555555556,0,13.9,-0.3,0.79,Graduate
single,General application,2,Communication and design,daytime,Upper secondary education,121.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,123.1,yes,no,no,yes,male,no,20,0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,Graduate
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,134.0,Other nationalities,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,125.6,yes,no,no,yes,female,no,20,0,5,6,5,16.166666666666668,0,0,5,6,5,15.833333333333334,0,12.7,3.7,-1.7,Graduate
single,Over 23,1,Business and management,evening,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Elementary Occupations,115.0,no,no,no,yes,male,no,25,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
single,General application,>3,Engineering and applied sciences,daytime,Upper secondary education,126.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Elementary Occupations,123.6,yes,no,no,yes,male,no,18,0,5,6,5,12.4,0,0,5,9,3,13.0,0,8.9,1.4,3.51,Dropout
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,148.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,141.7,no,no,no,no,male,no,18,0,6,8,5,11.6,0,0,6,11,4,13.0,0,8.9,1.4,3.51,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,160.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,Craft and Related Trades Workers,139.0,yes,no,no,yes,female,yes,18,0,6,8,5,12.2,0,0,6,13,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,118.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Clerical Support Workers,118.0,no,no,no,yes,female,yes,19,0,6,7,5,11.0,0,0,6,7,5,12.8,0,12.4,0.5,1.79,Graduate
single,General application,2,Social sciences and education,daytime,Upper secondary education,150.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,142.0,yes,no,no,yes,female,yes,19,0,6,8,6,12.333333333333334,0,0,6,7,5,12.4,0,10.8,1.4,1.74,Dropout
single,Post-secondary qualification,1,Social sciences and education,daytime,Upper secondary education,140.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,143.4,no,no,no,yes,female,yes,21,3,6,6,6,14.833333333333334,0,2,6,7,6,12.571428571428571,0,13.9,-0.3,0.79,Graduate
single,Transfer and change,1,Communication and design,daytime,Upper secondary education,100.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Professionals,Professionals,115.9,no,no,no,yes,female,no,29,9,10,15,9,11.555555555555555,0,7,11,17,10,11.9,0,9.4,-0.8,-3.12,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,110.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,105.1,yes,no,no,yes,female,yes,20,0,6,6,6,12.0,0,0,6,6,6,11.833333333333334,0,12.4,0.5,1.79,Graduate
single,Transfer and change,1,Social sciences and education,evening,Post-secondary non-tertiary education,140.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Technicians and Associate Professionals,Elementary Occupations,138.0,yes,no,yes,yes,female,yes,21,13,13,13,11,12.727272727272728,0,9,11,11,10,12.6,0,8.9,1.4,3.51,Graduate
single,Transfer and change,1,Business and management,evening,Upper secondary education,133.1,Other nationalities,Primary/Early education,Primary/Early education,Elementary Occupations,Plant and Machine Operators and Assemblers,114.7,no,no,no,yes,female,no,34,2,2,2,2,10.5,0,1,1,1,1,11.0,0,10.8,1.4,1.74,Dropout
single,General application,>3,Communication and design,daytime,Upper secondary education,140.0,Other nationalities,Upper secondary/Post secondary,Primary/Early education,Technicians and Associate Professionals,Elementary Occupations,130.5,yes,no,no,yes,female,no,20,0,6,6,6,12.333333333333334,0,0,6,6,6,12.0,0,12.7,3.7,-1.7,Graduate
single,Over 23,1,Business and management,evening,Upper secondary education,110.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,134.3,no,no,no,yes,male,no,24,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,148.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Technicians and Associate Professionals,137.5,no,no,no,yes,male,no,18,0,7,7,7,14.842857142857143,0,0,8,9,8,14.38888888888889,0,16.2,0.3,-0.92,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,137.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,125.3,no,no,no,yes,male,no,19,0,7,7,7,12.2,0,0,7,7,7,12.2,0,7.6,2.6,0.32,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,120.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Craft and Related Trades Workers,Craft and Related Trades Workers,111.3,no,no,no,yes,male,yes,18,0,5,10,4,10.8,0,0,5,10,4,11.75,0,15.5,2.8,-4.06,Enrolled
single,Over 23,>3,Business and management,evening,Upper secondary education,120.0,Portuguese,Lower secondary education,Lower secondary education,Elementary Occupations,Service and Sales Workers,144.8,no,no,no,yes,male,no,28,0,5,7,4,12.75,0,0,5,7,5,14.333333333333334,0,10.8,1.4,1.74,Enrolled
single,Over 23,1,Business and management,evening,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,152.1,no,no,no,yes,male,no,28,0,5,13,2,11.0,0,0,5,12,1,12.0,0,11.1,0.6,2.02,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,132.0,Portuguese,Lower secondary education,Lower secondary education,Student,Service and Sales Workers,126.1,no,no,no,yes,male,no,20,0,6,9,4,10.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
single,Transfer and change,1,Health sciences,daytime,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Craft and Related Trades Workers,Clerical Support Workers,136.0,yes,no,no,yes,male,no,22,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,9.4,-0.8,-3.12,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,128.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,124.3,yes,no,no,yes,male,no,19,0,8,8,7,12.665714285714284,0,0,8,8,7,12.665714285714284,0,10.8,1.4,1.74,Graduate
